D0 D9 0 1 140 109 93 -47
D5 Space -4 1 78 93 94 16
Space C 1 1 93 156 171 78
C E 2 0 156 140 110 -46
E N -2 -3 140 109 78 -62
N T 2 1 109 109 140 31
T S -1 3 109 125 187 78
S Space -2 -2 125 78 109 -16
Space D 2 1 78 140 1202 1124
D E 1 0 140 109 78 -62
E P 0 -7 109 109 140 31
P O 0 1 109 125 31 -78
O S -1 7 125 171 94 -31
S T 1 -3 171 109 156 -15
T S -1 3 109 109 359 250
S Space -2 -2 109 93 187 78
Space T 3 -1 93 78 998 905
T O 0 -4 78 93 94 16
O Space -3 5 93 62 109 16
Space B 1 -1 62 78 140 78
B U 2 -2 78 156 94 16
U Y 0 1 156 109 94 -62
Y Space -3 2 109 62 62 -47
Space F 2 0 62 78 156 94
F O 1 -5 78 63 109 31
O O 0 0 63 110 109 46
O D -1 6 110 94 156 46
D Space -2 -1 94 78 110 16
Space W 3 2 78 93 577 499
W I 0 -6 93 93 78 -15
I T 0 3 93 141 171 78
T H -1 -1 141 125 78 -63
H Space -2 2 125 94 94 -31
Space A 2 3 94 125 140 46
A N -1 -5 125 94 78 -47
N D 1 3 94 63 125 31
D Space -2 -1 63 93 63 0
Space RShiftKey 1 -7 93 219 358 265
RShiftKey I 2 3 219 125 78 -141
I Space -3 4 125 78 125 0
Space W 3 2 78 94 780 702
W O 0 -7 94 156 125 31
O U 0 2 156 62 94 -62
U L -1 -2 62 125 140 78
L D 0 6 125 47 109 -16
D Space -2 -1 47 78 109 62
Space W 3 2 78 109 110 32
W A -1 1 109 109 62 -47
A L 0 -8 109 141 62 -47
L K 0 1 141 109 63 -78
K Space -2 4 109 62 187 78
Space D7 4 -3 62 78 671 609
D7 Space -4 3 78 78 78 0
Space M 1 -3 78 156 187 109
M I 2 -1 156 93 94 -62
I L -1 -1 93 93 187 94
L E 1 6 93 172 62 -31
E S -1 1 172 109 94 -78
S Space -2 -2 109 63 62 -47
Space A 2 3 63 109 141 78
A C -1 -2 109 94 249 140
C R 2 -1 94 93 1732 1638
R O 0 -5 93 125 109 16
O S -1 7 125 62 156 31
S S 0 0 62 94 140 78
S Space -2 -2 94 110 78 -16
Space T 3 -1 110 78 531 421
T O 0 -4 78 94 109 31
O W 0 7 94 93 47 -47
W N -2 -4 93 94 140 47
N Space -1 2 94 93 63 -31
Space E 3 1 93 125 140 47
E V -2 -1 125 93 94 -31
V E 2 1 93 140 140 47
E R 0 -1 140 94 78 -62
R Y 0 -2 94 63 296 202
Y Space -3 2 63 78 110 47
Space RShiftKey 1 -7 78 265 1513 1435
RShiftKey S 1 9 265 78 203 -62
S U 1 -5 78 93 187 109
U N -2 1 93 171 203 110
N D 1 3 171 140 62 -109
D A 0 2 140 63 109 -31
A Y 1 -5 63 78 187 124
Y Space -3 2 78 94 94 16
Space N 1 -2 94 156 218 124
N I 2 -2 156 63 125 -31
I G -1 3 63 140 94 31
G H 0 -1 140 188 93 -47
H T 1 1 188 125 141 -47
T Space -3 1 125 93 156 31
Space T 3 -1 93 78 281 188
T O 0 -4 78 94 93 15
O Space -3 5 94 78 109 15
Space G 2 -1 78 109 531 453
G E 1 2 109 172 93 -16
E T 0 -2 172 109 94 -78
T Space -3 1 109 93 47 -62
Space O 3 -5 93 140 156 63
O N -2 3 140 125 62 -78
N E 2 3 125 78 281 156
E Space -3 -1 78 93 94 16
Space G 2 -1 93 78 140 47
G O 1 -4 78 47 78 0
O O 0 0 47 109 109 62
O D -1 6 109 94 109 0
D Space -2 -1 94 78 94 0
Space M 1 -3 78 94 156 78
M E 2 4 94 156 125 31
E A -1 2 156 140 109 -47
A L 0 -8 140 109 1186 1046
L Space -2 5 109 94 109 0
Space A 2 3 94 94 234 140
A Space -2 -3 94 78 78 -16
Space W 3 2 78 109 468 390
W E 0 -1 109 78 203 94
E E 0 0 78 93 125 47
E K -1 -5 93 125 109 16
K Space -2 4 125 78 140 15
Space A 2 3 78 109 858 780
A T 1 -4 109 78 187 78
T Space -3 1 78 93 63 -15
Space RShiftKey 1 -7 93 234 203 110
RShiftKey H 1 5 234 78 140 -94
H A 0 5 78 141 187 109
A R 1 -3 141 140 141 0
R E 0 1 140 109 78 -62
E Space -3 -1 109 78 62 -47
Space RShiftKey 1 -7 78 171 172 94
RShiftKey T 2 6 171 78 93 -78
T E 0 2 78 109 141 63
E M -2 -4 109 62 140 31
M Back 3 -6 62 110 530 468
Back Back 0 0 110 78 1670 1560
Back Back 0 0 78 94 140 62
Back RShiftKey -3 2 94 234 343 249
RShiftKey K 1 3 234 94 125 -109
K R 1 4 94 78 234 140
R I 0 -4 78 125 125 47
I S -1 6 125 125 140 15
S H 0 -4 125 156 593 468
H N -1 0 156 78 499 343
N B 0 1 78 47 0 -78
B A 1 4 47 109 78 31
A Space -2 -3 109 94 109 0
Space T 3 -1 94 187 281 187
T E 0 2 187 125 109 -78
E M -2 -4 125 140 63 -62
M P 2 -3 140 156 140 0
P L -1 1 156 78 219 63
L E 1 6 78 109 140 62
E OemPeriod -2 -6 109 109 14586 14477
OemPeriod Space -1 5 109 78 156 47
Space RShiftKey 1 -7 78 187 156 78
RShiftKey I 2 3 187 93 125 -62
I Space -3 4 93 78 125 32
Space L 2 -5 78 78 93 15
L O 1 0 78 94 156 78
O V -2 5 94 171 94 0
V E 2 1 171 109 125 -46
E D -1 0 109 93 187 78
D Space -2 -1 93 93 47 -46
Space I 3 -4 93 109 6240 6147
I T 0 3 109 110 124 15
T OemPeriod -2 -4 110 94 203 93
OemPeriod Space -1 5 94 94 125 31
Space RShiftKey 1 -7 94 219 1622 1528
RShiftKey A 1 10 219 78 188 -31
A N -1 -5 78 62 140 62
N D 1 3 62 78 47 -15
D Space -2 -1 78 62 125 47
Space M 1 -3 62 187 171 109
M U 2 0 187 125 125 -62
U C -2 4 125 109 156 31
C H 1 -3 109 110 62 -47
H Space -2 2 110 93 188 78
Space O 3 -5 93 109 577 484
O F -1 5 109 109 78 -31
F Space -2 0 109 109 125 16
Space W 3 2 109 78 140 31
W H -1 -4 78 93 125 47
H A 0 5 93 156 78 -15
A T 1 -4 156 109 109 -47
T Space -3 1 109 109 78 -31
Space RShiftKey 1 -7 109 249 250 141
RShiftKey I 2 3 249 141 93 -156
I Space -3 4 141 94 156 15
Space S 2 2 94 93 609 515
S T 1 -3 93 94 202 109
T U 0 -2 94 125 125 31
U M -2 0 125 94 265 140
M B 0 2 94 78 172 78
B L 1 -4 78 93 125 47
L E 1 6 93 94 109 16
E D -1 0 94 109 172 78
D Space -2 -1 109 78 93 -16
Space I 3 -4 78 156 874 796
I N -2 2 156 125 78 -78
N T 2 1 125 93 156 31
T O 0 -4 93 78 93 0
O Space -3 5 78 63 125 47
Space B 1 -1 63 78 156 93
B Y 2 -1 78 78 172 94
Y Space -3 2 78 94 93 15
Space F 2 0 94 93 110 16
F O 1 -5 93 94 93 0
O L -1 0 94 47 203 109
L L 0 0 47 62 125 78
L O 1 0 62 93 156 94
O W 0 7 93 93 125 32
W I 0 -6 93 156 93 0
I N -2 2 156 141 78 -78
N G 1 1 141 109 125 -16
G Space -2 1 109 94 1560 1451
Space B 1 -1 94 78 187 93
B Y 2 -1 78 94 546 468
Y Space -3 2 94 78 125 31
Space C 1 1 78 62 312 234
C U 2 -4 62 109 94 32
U R 0 3 109 62 156 47
R I 0 -4 62 109 93 31
I O 0 -1 109 94 265 156
O S -1 7 94 62 141 47
S I 1 -6 62 109 109 47
I T 0 3 109 156 218 109
T Y 0 -1 156 109 94 -62
Y Back 1 -7 109 78 1373 1264
Back Back 0 0 78 78 156 78
Back Back 0 0 78 62 156 78
Back Back 0 0 62 78 140 78
Back Back 0 0 78 63 156 78
Back Back 0 0 63 78 141 78
Back Back 0 0 78 62 156 78
Back Back 0 0 62 62 156 94
Back Back 0 0 62 62 140 78
Back Back 0 0 62 62 156 94
Back Back 0 0 62 62 156 94
Back Back 0 0 62 78 140 78
Back M -3 6 78 109 500 422
M Y 2 1 109 78 124 15
Y Space -3 2 78 78 94 16
Space C 1 1 78 47 203 125
C U 2 -4 47 93 78 31
U R 0 3 93 94 187 94
R I 0 -4 94 109 125 31
I O 0 -1 109 94 218 109
O S -1 7 94 93 484 390
S I 1 -6 93 94 140 47
I T 0 3 94 140 281 187
T Y 0 -1 140 94 78 -62
Y Space -3 2 94 94 109 15
Space A 2 3 94 109 3370 3276
A N -1 -5 109 94 109 0
N D 1 3 94 94 78 -16
D Space -2 -1 94 78 109 15
Space I 3 -4 78 125 172 94
I N -2 2 125 124 47 -78
N T 2 1 124 109 421 297
T U 0 -2 109 109 109 0
U I 0 -1 109 125 234 125
I T 0 3 125 62 172 47
T I 0 -3 62 156 78 16
I O 0 -1 156 187 93 -63
O N -2 3 187 109 141 -46
N Space -1 2 109 94 717 608
Space T 3 -1 94 125 437 343
T U 0 -2 125 63 109 -16
U R 0 3 63 78 125 62
R N -2 -2 78 94 78 0
N E 2 3 94 62 250 156
E D -1 0 62 94 171 109
D Space -2 -1 94 78 78 -16
Space O 3 -5 78 140 359 281
O U 0 2 140 94 62 -78
U T 0 2 94 94 94 0
T Space -3 1 94 94 156 62
Space T 3 -1 94 62 94 0
T O 0 -4 62 78 78 16
O Space -3 5 78 63 124 46
Space B 1 -1 63 78 141 78
B E 2 2 78 187 156 78
E Space -3 -1 187 110 93 -94
Space P 3 -6 110 78 141 31
P R 0 6 78 78 78 0
R I 0 -4 78 94 109 31
I C -2 5 94 141 109 15
C E 2 0 141 125 94 -47
E L -1 -6 125 109 31 -94
L E 1 6 109 94 156 47
E S -1 1 94 62 172 78
S S 0 0 62 78 140 78
S Space -2 -2 78 63 109 31
Space L 2 -5 63 109 593 530
L A 0 8 109 125 109 0
A T 1 -4 125 93 172 47
T E 0 2 93 125 187 94
E R 0 -1 125 94 62 -63
R Space -3 0 94 94 47 -47
Space O 3 -5 94 140 172 78
O N -2 3 140 94 62 -78
N OemPeriod 0 -3 94 93 219 125
OemPeriod Space -1 5 93 78 124 31
Space RShiftKey 1 -7 78 203 156 78
RShiftKey L 1 2 203 94 125 -78
L E 1 6 94 94 109 15
E T 0 -2 94 93 141 47
T Space -3 1 93 78 93 0
Space M 1 -3 78 63 156 78
M E 2 4 63 78 63 0
E Space -3 -1 78 0 187 109
Space G 2 -1 0 78 47 47
G I 1 -3 78 110 93 15
I V -2 4 110 141 125 15
V E 2 1 141 125 109 -32
E Space -3 -1 125 78 78 -47
Space T 3 -1 78 78 266 188
T Y 0 -1 78 62 0 -78
Y O 0 -3 62 110 46 -16
O U 0 2 110 109 47 -63
U Back 1 -6 109 63 312 203
Back Back 0 0 63 62 141 78
Back Back 0 0 62 62 140 78
Back Back 0 0 62 78 718 656
Back Y -1 7 78 93 156 78
Y O 0 -3 93 156 93 0
O U 0 2 156 109 78 -78
U Space -3 3 109 78 109 0
Space O 3 -5 78 140 94 16
O N -2 3 140 110 62 -78
N E 2 3 110 78 94 -16
E Space -3 -1 78 93 94 16
Space E 3 1 93 93 187 94
E X -2 1 93 94 218 125
X A 1 1 94 93 453 359
A M -1 -6 93 93 109 16
M P 2 -3 93 140 187 94
P L -1 1 140 63 109 -31
L E 1 6 63 94 125 62
E RShiftKey -2 -8 94 249 1420 1326
RShiftKey Oem1 1 1 249 140 156 -93
Oem1 Return 0 -2 140 94 280 140
Return Return 0 0 94 62 188 94
Return Return 0 0 62 78 156 94
Return RShiftKey -1 1 78 171 3900 3822
RShiftKey R 2 7 171 78 124 -47
R E 0 1 78 62 172 94
E E 0 0 62 78 125 63
E D -1 0 78 94 171 93
D Space -2 -1 94 63 125 31
Space RShiftKey 1 -7 63 234 156 93
RShiftKey C 0 8 234 78 172 -62
C O 2 -6 78 109 187 109
O L -1 0 109 47 234 125
L L 0 0 47 94 109 62
L E 1 6 94 125 156 62
E G -1 -2 125 156 94 -31
G E 1 2 156 94 109 -47
E Space -3 -1 94 63 109 15
Space A 2 3 63 124 141 78
A T 1 -4 124 109 78 -46
T Space -3 1 109 93 109 0
Space T 3 -1 93 125 296 203
T H -1 -1 125 109 78 -47
H A 0 5 109 141 499 390
A T 1 -4 141 94 234 93
T Space -3 1 94 109 94 0
Space T 3 -1 109 109 78 -31
T I 0 -3 109 124 94 -15
I M -2 1 124 94 62 -62
M E 2 4 94 93 47 -47
E Space -3 -1 93 62 125 32
Space O 3 -5 62 94 140 78
O F -1 5 94 62 125 31
F F 0 0 62 109 125 63
F E 1 1 109 172 140 31
E R 0 -1 172 218 94 -78
R E 0 1 218 125 140 -78
E D -1 0 125 110 218 93
D Space -2 -1 110 93 141 31
Space P 3 -6 93 125 483 390
P E 0 7 125 125 172 47
E R 0 -1 125 109 78 -47
R H -1 -2 109 78 250 141
H A 0 5 78 94 171 93
A P 1 -9 94 94 109 15
P S -1 8 94 78 125 31
S Space -2 -2 78 94 109 31
Space T 3 -1 94 140 718 624
T H -1 -1 140 125 62 -78
H E 1 3 125 94 203 78
E Space -3 -1 94 78 78 -16
Space B 1 -1 78 78 109 31
B E 2 2 78 125 219 141
E S -1 1 125 140 78 -47
S T 1 -3 140 94 171 31
T Space -3 1 94 93 63 -31
Space C 1 1 93 156 827 734
C A 1 2 156 125 93 -63
A L 0 -8 125 47 312 187
L L 0 0 47 78 156 109
L L 0 0 78 109 156 78
L I 1 1 109 125 250 141
I G -1 3 125 78 359 234
G R 1 1 78 141 202 124
R A -1 3 141 125 94 -47
A P 1 -9 125 94 78 -47
P H -1 4 94 94 218 124
H Y 1 0 94 78 172 78
Y Space -3 2 78 94 655 577
Space I 3 -4 94 140 297 203
I N -2 2 140 109 62 -78
N S 1 4 109 109 125 16
S T 1 -3 109 140 203 94
T R 0 1 140 94 93 -47
R U 0 -3 94 78 63 -31
U C -2 4 78 78 156 78
C T 2 -2 78 78 187 109
T I 0 -3 78 141 62 -16
I O 0 -1 141 203 94 -47
O N -2 3 203 125 140 -63
N Space -1 2 125 94 234 109
Space I 3 -4 94 125 172 78
I N -2 2 125 93 78 -47
N Space -1 2 93 94 31 -62
Space T 3 -1 94 124 172 78
T H -1 -1 124 93 78 -46
H E 1 3 93 109 140 47
E Space -3 -1 109 94 78 -31
Space C 1 1 94 94 140 46
C O 2 -6 94 156 63 -31
O U 0 2 156 62 109 -47
U N -2 1 62 93 172 110
N T 2 1 93 124 78 -15
T R 0 1 124 187 78 -46
R Y 0 -2 187 110 124 -63
Y OemPeriod -2 -3 110 110 546 436
OemPeriod Space -1 5 110 94 78 -32
Space RShiftKey 1 -7 94 280 188 94
RShiftKey T 2 6 280 110 202 -78
T H -1 -1 110 140 110 0
H R 1 2 140 93 109 -31
R O 0 -5 93 141 62 -31
O U 0 2 141 94 78 -63
U G -1 2 94 125 78 -16
G H 0 -1 125 156 78 -47
H T 1 1 156 78 125 -31
T O 0 -4 78 140 172 94
O U 0 2 140 110 46 -94
U T 0 2 110 93 188 78
T Back 1 -8 93 62 265 172
Back Back 0 0 62 47 156 94
Back Back 0 0 47 62 125 78
Back Back 0 0 62 78 140 78
Back Back 0 0 78 78 140 62
Back O -1 4 78 156 406 328
O U 0 2 156 125 47 -109
U T 0 2 125 109 125 0
T Space -3 1 109 93 1716 1607
Space T 3 -1 93 125 202 109
T H -1 -1 125 109 63 -62
H E 1 3 109 78 171 62
E Space -3 -1 78 78 78 0
Space C 1 1 78 156 141 63
C A 1 2 156 110 93 -63
A M -1 -6 110 93 63 -47
M P 2 -3 93 171 203 110
P U 0 3 171 109 78 -93
U S -1 5 109 140 218 109
S Space -2 -2 140 109 499 359
Space E 3 1 109 141 312 203
E V -2 -1 141 94 125 -16
V E 2 1 94 141 140 46
E R 0 -1 141 94 94 -47
R Y 0 -2 94 78 187 93
Y Space -3 2 78 94 78 0
Space P 3 -6 94 141 265 171
P O 0 1 141 125 63 -78
O S -1 7 125 140 203 78
S T 1 -3 140 78 655 515
T E 0 2 78 125 171 93
E R 0 -1 125 187 63 -62
R Oemcomma -2 -4 187 109 78 -109
Oemcomma Space -1 4 109 109 109 0
Space E 3 1 109 124 172 63
E V -2 -1 124 94 93 -31
V E 2 1 94 140 125 31
E R 0 -1 140 78 94 -46
R Y 0 -2 78 93 156 78
Y Space -3 2 93 78 46 -47
Space L 2 -5 78 78 156 78
L A 0 8 78 78 32 -46
A B -1 -4 78 109 187 109
B V 0 1 109 93 0 -109
V E 2 1 93 109 62 -31
E L -1 -6 109 125 47 -62
L Oemcomma -1 1 125 63 421 296
Oemcomma Space -1 4 63 78 109 46
Space Back 4 -9 78 31 2450 2372
Back Back 0 0 31 78 124 93
Back Space -4 9 78 94 624 546
Space O 3 -5 94 125 125 31
O N -2 3 125 93 63 -62
N Space -1 2 93 78 46 -47
Space E 3 1 78 125 172 94
E V -2 -1 125 78 109 -16
V E 2 1 78 140 125 47
E R 0 -1 140 94 78 -62
R Y 0 -2 94 63 187 93
Y Space -3 2 63 94 109 46
Space D 2 1 94 47 203 109
D R 1 -1 47 125 125 78
R A -1 3 125 203 125 0
A W 1 -1 203 94 109 -94
W E 0 -1 94 203 296 202
E R 0 -1 203 125 125 -78
R Space -3 0 125 94 1326 1201
Space Back 4 -9 94 94 312 218
Back Oemcomma -3 5 94 93 219 125
Oemcomma Space -1 4 93 78 62 -31
Space W 3 2 78 94 234 156
W A -1 1 94 172 62 -32
A S 0 -1 172 78 110 -62
S Space -2 -2 78 78 62 -16
Space B 1 -1 78 140 203 125
B E 2 2 140 109 515 375
E A -1 2 109 94 218 109
A U 1 -6 94 94 218 124
U T 0 2 94 94 172 78
T I 0 -3 94 124 562 468
I F -1 4 124 94 140 16
F U 1 -3 94 94 343 249
U L -1 -2 94 78 234 140
L L 0 0 78 93 141 63
L Y 1 3 93 109 109 16
Y Space -3 2 109 78 156 47
Space H 2 -2 78 124 4384 4306
H A 0 5 124 93 109 -15
A N -1 -5 93 94 109 16
N D 1 3 94 78 78 -16
D Space -2 -1 78 94 109 31
Space C 1 1 94 156 94 0
C A 1 2 156 125 109 -47
A L 0 -8 125 78 94 -31
L L 0 0 78 78 140 62
L I 1 1 78 140 1529 1451
I G -1 3 140 94 327 187
G R 1 1 94 78 390 296
R A -1 3 78 78 172 94
A P 1 -9 78 93 94 16
P H -1 4 93 110 124 31
H E 1 3 110 78 188 78
E D -1 0 78 93 187 109
D OemPeriod -1 -6 93 156 125 32
OemPeriod Space -1 5 156 94 296 140
Space RShiftKey 1 -7 94 202 1264 1170
RShiftKey B 0 6 202 78 124 -78
B E 2 2 78 125 156 78
E C -2 0 125 187 172 47
C A 1 2 187 156 109 -78
A U 1 -6 156 78 109 -47
U S -1 5 78 141 125 47
S E 1 -1 141 125 78 -63
E Space -3 -1 125 93 640 515
Space RShiftKey 1 -7 93 202 593 500
RShiftKey I 2 3 202 125 124 -78
I Space -3 4 125 93 110 -15
Space H 2 -2 93 110 124 31
H A 0 5 110 140 94 -16
A D 0 -2 140 78 94 -46
D Space -2 -1 78 78 62 -16
Space D 2 1 78 78 109 31
D R 1 -1 78 78 156 78
R O 0 -5 78 93 94 16
O P 0 -1 93 63 171 78
P P 0 0 63 109 125 62
P E 0 7 109 93 94 -15
E D -1 0 93 94 187 94
D Space -2 -1 94 78 62 -32
Space O 3 -5 78 141 671 593
O U 0 2 141 93 63 -78
U T 0 2 93 94 93 0
T Space -3 1 94 78 125 31
Space A 2 3 78 93 94 16
A N -1 -5 93 78 62 -31
N D 1 3 78 78 109 31
D Space -2 -1 78 78 63 -15
Space D 2 1 78 78 109 31
D I 1 -5 78 93 47 -31
I D -1 5 93 78 109 16
D N -1 -3 78 78 234 156
N Oem7 1 -5 78 94 109 31
Oem7 T 1 6 94 78 140 46
T Space -3 1 78 78 125 47
Space H 2 -2 78 93 2481 2403
H A 0 5 93 63 124 31
A V -1 -3 63 124 110 47
V E 2 1 124 109 78 -46
E Space -3 -1 109 93 78 -31
Space T 3 -1 93 63 124 31
T O 0 -4 63 78 63 0
O Space -3 5 78 62 125 47
Space T 3 -1 62 62 187 125
T A -1 4 62 109 156 94
A K 0 -7 109 94 109 0
K E 1 5 94 94 109 15
E Space -3 -1 94 78 125 31
Space T 3 -1 78 109 796 718
T H -1 -1 109 94 62 -47
H J 0 -1 94 62 16 -78
J E 1 4 62 93 156 94
E Space -3 -1 93 62 62 -31
Space N 1 -2 62 156 140 78
N O 2 -3 156 109 94 -62
O R 0 5 109 93 47 -62
R M -2 -3 93 93 125 32
M A 1 6 93 47 109 16
A L 0 -8 47 78 78 31
L Space -2 5 78 78 93 15
Space C 1 1 78 94 203 125
C L 1 -6 94 78 109 15
L A 0 8 78 94 94 16
A S 0 -1 94 94 187 93
S S 0 0 94 187 125 31
S E 1 -1 187 156 374 187
E S -1 1 156 125 94 -62
S Oemcomma -1 -6 125 93 359 234
Oemcomma Space -1 4 93 94 93 0
Space RShiftKey 1 -7 94 172 125 31
RShiftKey I 2 3 172 78 109 -63
I Space -3 4 78 62 63 -15
Space D 2 1 62 124 203 141
D E 1 0 124 125 93 -31
E C -2 0 125 78 141 16
C I 2 -5 78 93 109 31
I D -1 5 93 78 109 16
D E 1 0 78 94 140 62
E D -1 0 94 110 156 62
D Space -2 -1 110 78 156 46
Space T 3 -1 78 141 390 312
T H -1 -1 141 110 78 -63
H Back 2 -7 110 62 328 218
Back Back 0 0 62 78 140 78
Back T -1 8 78 78 2106 2028
T O 0 -4 78 93 110 32
O Space -3 5 93 63 124 31
Space T 3 -1 63 78 188 125
T A -1 4 78 93 156 78
A K 0 -7 93 94 93 0
K E 1 5 94 78 94 0
E Space -3 -1 78 78 125 47
Space C 1 1 78 171 109 31
C A 1 2 171 125 109 -62
A L 0 -8 125 78 920 795
L L 0 0 78 125 141 63
L I 1 1 125 93 203 78
I U 0 1 93 31 15 -78
U G -1 2 31 78 250 219
G R 1 1 78 140 187 109
R A -1 3 140 109 94 -46
A P 1 -9 109 109 78 -31
P H -1 4 109 78 187 78
H Y 1 0 78 78 187 109
Y Space -3 2 78 94 1279 1201
Space C 1 1 94 63 156 62
C A 1 2 63 94 156 93
A L 0 -8 94 78 125 31
L Back 2 -4 78 63 265 187
Back Back 0 0 63 78 141 78
Back L -2 4 78 93 156 78
L A 0 8 93 78 109 16
A S 0 -1 78 62 156 78
S S 0 0 62 94 140 78
S Space -2 -2 94 78 78 -16
Space T 3 -1 78 63 156 78
T O 0 -4 63 93 94 31
O Space -3 5 93 78 109 16
Space L 2 -5 78 78 78 0
L E 1 6 78 140 156 78
E A -1 2 140 156 94 -46
A R 1 -3 156 94 140 -16
R N -2 -2 94 78 125 31
N Space -1 2 78 109 2402 2324
Space H 2 -2 109 78 234 125
H O 1 -3 78 109 156 78
O W 0 7 109 78 94 -15
W Space -3 -2 78 78 93 15
Space T 3 -1 78 63 47 -31
T O 0 -4 63 94 109 46
O Space -3 5 94 78 78 -16
Space D 2 1 78 78 125 47
D O 1 -6 78 62 94 16
O Space -3 5 62 78 31 -31
Space T 3 -1 78 124 172 94
T H -1 -1 124 93 78 -46
H I 1 -2 93 78 31 -62
I S -1 6 78 78 187 109
S OemPeriod -1 -7 78 125 26785 26707
OemPeriod Space -1 5 125 94 125 0
Space RShiftKey 1 -7 94 281 1123 1029
RShiftKey I 2 3 281 93 219 -62
I Space -3 4 93 78 109 16
Space L 2 -5 78 93 125 47
L E 1 6 93 125 140 47
E A -1 2 125 188 62 -63
A R 1 -3 188 93 141 -47
R N -2 -2 93 78 109 16
N E 2 3 78 78 94 16
E D -1 0 78 94 171 93
D Space -2 -1 94 78 94 0
Space A 2 3 78 94 717 639
A B -1 -4 94 78 219 125
B O 2 -4 78 124 47 -31
O U 0 2 124 94 46 -78
U T 0 2 94 78 110 16
T Space -3 1 78 78 124 46
Space S 2 2 78 62 110 32
S E 1 -1 62 141 171 109
E R 0 -1 141 78 94 -47
R I 0 -4 78 109 109 31
I F -1 4 109 94 156 47
F Space -2 0 94 78 608 514
Space A 2 3 78 94 78 0
A N -1 -5 94 78 94 0
N D 1 3 78 78 78 0
D Space -2 -1 78 94 78 0
Space S 2 2 94 156 156 62
S A 0 1 156 125 78 -78
A N -1 -5 125 78 140 15
N Space -1 2 78 62 94 16
Space S 2 2 62 94 156 94
S E 1 -1 94 141 187 93
E R 0 -1 141 94 78 -63
R I 0 -4 94 125 109 15
I F -1 4 125 93 110 -15
F Space -2 0 93 78 686 593
Space T 3 -1 78 156 343 265
T Y 0 -1 156 125 78 -78
Y P 0 -4 125 94 156 31
P E 0 7 94 93 250 156
E F -1 -1 93 78 234 141
F A 0 3 78 140 187 109
A C -1 -2 140 78 156 16
C E 2 0 78 156 203 125
E S -1 1 156 141 93 -63
S Oemcomma -1 -6 141 109 500 359
Oemcomma Space -1 4 109 93 78 -31
Space A 2 3 93 109 156 63
A B -1 -4 109 78 249 140
B O 2 -4 78 125 94 16
O U 0 2 125 93 47 -78
U T 0 2 93 46 78 -15
T Space -3 1 46 78 140 94
Space V 1 0 78 94 187 109
V A 1 3 94 109 141 47
A R 1 -3 109 172 218 109
R Y 0 -2 172 125 109 -63
Y I 0 -2 125 156 141 16
I N -2 2 156 125 62 -94
N G 1 1 125 94 109 -16
G Space -2 1 94 94 109 15
Space T 3 -1 94 141 1061 967
T H -1 -1 141 93 94 -47
H E 1 3 93 78 171 78
E Space -3 -1 78 63 78 0
Space A 2 3 63 78 94 31
A M -1 -6 78 78 78 0
M O 2 -2 78 140 156 78
O U 0 2 140 94 62 -78
U N -2 1 94 78 188 94
N T 2 1 78 62 109 31
T Space -3 1 62 62 78 16
Space O 3 -5 62 94 140 78
O F -1 5 94 78 0 -94
F Space -2 0 78 93 141 63
Space S 2 2 93 78 109 16
S P 1 -8 78 94 109 31
P A -1 9 94 109 78 -16
A C -1 -2 109 172 140 31
C E 2 0 172 109 94 -78
E Space -3 -1 109 78 577 468
Space B 1 -1 78 78 577 499
B E 2 2 78 156 156 78
E T 0 -2 156 109 125 -31
T W 0 3 109 78 187 78
W E 0 -1 78 62 172 94
E E 0 0 62 78 109 47
E N -2 -3 78 62 141 63
N Space -1 2 62 78 62 0
Space D 2 1 78 94 156 78
D I 1 -5 94 78 94 0
I F -1 4 78 47 93 15
F F 0 0 47 109 125 78
F E 1 1 109 109 125 16
E R 0 -1 109 156 78 -31
R E 0 1 156 125 109 -47
E N -2 -3 125 62 94 -31
N T 2 1 62 78 78 16
T Space -3 1 78 78 93 15
Space L 2 -5 78 94 624 546
L E 1 6 94 63 78 -16
E T 0 -2 63 63 156 93
T T 0 0 63 78 141 78
T E 0 2 78 156 109 31
E R 0 -1 156 78 93 -63
R Space -3 0 78 78 78 0
Space C 1 1 78 94 125 47
C O 2 -6 94 140 63 -31
O M -2 2 140 109 78 -62
M B 0 2 109 94 93 -16
B I 2 -3 94 141 109 15
I N -2 2 141 110 78 -63
N A 1 5 110 156 141 31
A T 1 -4 156 78 156 0
T I 0 -3 78 94 93 15
I O 0 -1 94 187 63 -31
O N -2 3 187 109 125 -62
N S 1 4 109 94 140 31
S Oemcomma -1 -6 94 78 172 78
Oemcomma Space -1 4 78 94 93 15
Space A 2 3 94 62 375 281
A B -1 -4 62 93 187 125
B O 2 -4 93 125 62 -31
O U 0 2 125 94 47 -78
U T 0 2 94 94 109 15
T Space -3 1 94 94 109 15
Space W 3 2 94 62 141 47
W H -1 -4 62 78 47 -15
H A 0 5 78 110 124 46
A T 1 -4 110 109 63 -47
T Space -3 1 109 78 47 -62
Space M 1 -3 78 78 171 93
M A 1 6 78 94 109 31
A K 0 -7 94 78 78 -16
K E 1 5 78 156 125 47
E S -1 1 156 125 78 -78
S Space -2 -2 125 94 265 140
Space G 2 -1 94 78 624 530
G R 1 1 78 187 172 94
R E 0 1 187 94 109 -78
E A -1 2 94 156 187 93
A T 1 -4 156 109 94 -62
T Space -3 1 109 78 94 -15
