D0 D9 0 1 156 125 93 -63
T Y 0 -1 156 93 109 -47
Y Space -3 2 93 93 702 609
Space T 3 -1 93 156 359 266
T H -1 -1 156 109 93 -63
H A 0 5 109 109 234 125
A N -1 -5 109 94 109 0
N Space -1 2 94 109 110 16
Space W 3 2 109 78 639 530
W H -1 -4 78 109 94 16
H E 1 3 109 94 109 0
E N -2 -3 94 109 125 31
N Space -1 2 109 93 78 -31
Space D 2 1 93 94 265 172
D E 1 0 94 140 172 78
E A -1 2 140 125 93 -47
A T 1 -4 125 140 297 172
T H -1 -1 140 93 78 -62
H Space -2 2 93 109 78 -15
Space W 3 2 109 109 234 125
W A -1 1 109 171 78 -31
A S 0 -1 171 110 124 -47
S Space -2 -2 110 110 78 -32
Space U 3 -3 110 110 234 124
U S -1 5 110 125 94 -16
S E 1 -1 125 125 62 -63
E F -1 -1 125 94 780 655
F U 1 -3 94 110 156 62
U L -1 -2 110 94 250 140
L Space -2 5 94 94 156 62
Space B 1 -1 94 94 1232 1138
B U 2 -2 94 125 141 47
U T 0 2 125 78 156 31
T Space -3 1 78 94 93 15
Space P 3 -6 94 171 266 172
P U 0 3 171 110 124 -47
U R 0 3 110 156 141 31
R E 0 1 156 125 93 -63
E L -1 -6 125 78 94 -31
L Y 1 3 78 94 156 78
Y Space -3 2 94 78 125 31
Space I 3 -4 78 140 624 546
I N -2 2 140 93 78 -62
N T 2 1 93 172 171 78
T E 0 2 172 124 110 -62
E L -1 -6 124 62 187 63
L L 0 0 62 94 140 78
L E 1 6 94 156 156 62
E C -2 0 156 93 94 -62
C T 2 -2 93 78 218 125
T U 0 -2 78 110 109 31
U A -1 6 110 93 141 31
A L 0 -8 93 94 93 0
L Space -2 5 94 93 734 640
Space C 1 1 93 78 265 172
C O 2 -6 78 156 93 15
O N -2 3 156 94 78 -78
N C 0 3 94 125 63 -31
C E 2 0 125 141 93 -32
E P 0 -7 141 94 94 -47
P T 0 5 94 78 140 46
T RShiftKey -2 -6 78 218 562 484
RShiftKey Oem1 1 1 218 125 125 -93
Oem1 Return 0 -2 125 94 218 93
Return Return 0 0 94 94 2153 2059
Return RShiftKey -1 1 94 359 530 436
RShiftKey N 0 5 359 125 219 -140
N O 2 -3 125 78 249 124
O Space -3 5 78 94 156 78
Space O 3 -5 94 141 1841 1747
O N -2 3 141 94 78 -63
N E 2 3 94 78 78 -16
E Space -3 -1 78 94 109 31
Space W 3 2 94 125 125 31
W A -1 1 125 109 78 -47
A N -1 -5 109 93 63 -46
N T 2 1 93 172 202 109
T S -1 3 172 109 141 -31
S Space -2 -2 109 109 62 -47
Space T 3 -1 109 78 94 -15
T O 0 -4 78 78 109 31
O V -2 5 78 63 109 31
V Space -1 0 63 31 16 -47
Space Back 4 -9 31 93 593 562
Back Back 0 0 93 94 483 390
Back Space -4 9 94 78 156 62
Space D 2 1 78 94 187 109
D I 1 -5 94 94 78 -16
I E 0 5 94 78 141 47
E OemPeriod -2 -6 78 47 187 109
OemPeriod Space -1 5 47 125 1139 1092
Space RShiftKey 1 -7 125 281 624 499
RShiftKey E 2 8 281 125 218 -63
E V -2 -1 125 140 125 0
V E 2 1 140 109 109 -31
E N -2 -3 109 109 125 16
N Space -1 2 109 78 16 -93
Space P 3 -6 78 93 187 109
P E 0 7 93 109 31 -62
E O 0 -6 109 125 140 31
O P 0 -1 125 172 78 -47
P L -1 1 172 124 110 -62
L E 1 6 124 94 561 437
E Space -3 -1 94 93 484 390
Space W 3 2 93 93 515 422
W H -1 -4 93 93 109 16
H O 1 -3 93 109 187 94
O Space -3 5 109 109 125 16
Space W 3 2 109 141 639 530
W A -1 1 141 125 78 -63
A N -1 -5 125 110 156 31
N B 0 1 110 47 16 -94
B T 2 0 47 78 125 78
T Space -3 1 78 110 93 15
Space T 3 -1 110 78 78 -32
T O 0 -4 78 94 125 47
O Space -3 5 94 94 78 -16
Space G 2 -1 94 78 156 62
G O 1 -4 78 78 78 0
O Space -3 5 78 94 47 -31
Space T 3 -1 94 78 140 46
T O 0 -4 78 94 47 -31
O Space -3 5 94 63 78 -16
Space H 2 -2 63 78 172 109
H E 1 3 78 141 218 140
E A -1 2 141 140 94 -47
A V -1 -3 140 171 234 94
V E 2 1 171 109 109 -62
E N -2 -3 109 93 125 16
N Space -1 2 93 94 655 562
Space D 2 1 94 78 250 156
D O 1 -6 78 156 78 0
O N -2 3 156 125 62 -94
N Oem7 1 -5 125 78 265 140
Oem7 T 1 6 78 78 63 -15
T Space -3 1 78 94 327 249
Space W 3 2 94 140 172 78
W A -1 1 140 94 93 -47
A N -1 -5 94 109 125 31
N T 2 1 109 62 172 63
T Space -3 1 62 93 78 16
Space T 3 -1 93 63 93 0
T O 0 -4 63 78 94 31
O Space -3 5 78 93 94 16
Space D 2 1 93 94 171 78
D I 1 -5 94 94 109 15
I E 0 5 94 109 219 125
E Space -3 -1 109 109 1123 1014
Space T 3 -1 109 78 234 125
T O 0 -4 78 93 94 16
O Space -3 5 93 78 124 31
Space G 2 -1 78 124 188 110
G E 1 2 124 156 109 -15
E T 0 -2 156 78 109 -47
T Space -3 1 78 93 47 -31
Space H 2 -2 93 94 140 47
H E 1 3 94 124 141 47
E R 0 -1 124 171 78 -46
R E 0 1 171 156 93 -78
E OemPeriod -2 -6 156 78 125 -31
OemPeriod Space -1 5 78 93 172 94
Space RShiftKey 1 -7 93 374 842 749
RShiftKey A 1 10 374 78 172 -202
A N -1 -5 78 109 452 374
N D 1 3 109 93 172 63
D Space -2 -1 93 109 62 -31
Space Y 3 -2 109 110 218 109
Y E 0 3 110 125 141 31
E T 0 -2 125 93 78 -47
T Space -3 1 93 110 951 858
Space D 2 1 110 94 390 280
D E 1 0 94 141 156 62
E A -1 2 141 93 110 -31
A T 1 -4 93 141 280 187
T H -1 -1 141 110 78 -63
H Space -2 2 110 94 78 -32
Space I 3 -4 94 94 156 62
I Space -3 4 94 109 172 78
Space Back 4 -9 109 94 390 281
Back S -2 11 94 78 140 46
S Space -2 -2 78 93 110 32
Space T 3 -1 93 109 187 94
T H -1 -1 109 78 78 -31
H E 1 3 78 93 156 78
E Space -3 -1 93 78 78 -15
Space D 2 1 78 94 109 31
D E 1 0 94 156 156 62
E S -1 1 156 109 94 -62
S T 1 -3 109 78 249 140
T I 0 -3 78 78 125 47
I N -2 2 78 93 172 94
N A 1 5 93 171 156 63
A T 1 -4 171 110 124 -47
T I 0 -3 110 172 94 -16
I O 0 -1 172 219 109 -63
O N -2 3 219 125 156 -63
N Space -1 2 125 93 453 328
Space W 3 2 93 125 530 437
W E 0 -1 125 125 62 -63
E Space -3 -1 125 109 110 -15
Space A 2 3 109 109 93 -16
A L 0 -8 109 203 172 63
L Space -2 5 203 109 203 0
Space Back 4 -9 109 93 858 749
Back L -2 4 93 62 234 141
L Oem1 0 -1 62 78 0 -62
Oem1 Space -2 6 78 93 109 31
Space Back 4 -9 93 78 639 546
Back Space -4 9 78 78 234 156
Space S 2 2 78 78 172 94
S H 0 -4 78 94 62 -16
H A 0 5 94 156 94 0
A R 1 -3 156 140 125 -31
R E 0 1 140 109 109 -31
E Back 1 -10 109 63 187 78
Back Back 0 0 63 78 141 78
Back Back 0 0 78 78 140 62
Back Back 0 0 78 78 140 62
Back Back 0 0 78 78 141 63
Back Back 0 0 78 78 140 62
Back Back 0 0 78 47 172 94
Back Space -4 9 47 94 171 124
Space S 2 2 94 62 219 125
S H 0 -4 62 63 93 31
H A 0 5 63 141 125 62
A R 1 -3 141 156 156 15
R E 0 1 156 110 109 -47
E OemPeriod -2 -6 110 78 562 452
OemPeriod Space -1 5 78 78 94 16
Space RShiftKey 1 -7 78 624 1014 936
RShiftKey N 0 5 624 156 436 -188
N O 2 -3 156 109 359 203
O Space -3 5 109 94 156 47
Space O 3 -5 94 187 125 31
O N -2 3 187 94 109 -78
N E 2 3 94 93 94 0
E Space -3 -1 93 94 109 16
Space H 2 -2 94 141 218 124
H A 0 5 141 171 141 0
A S 0 -1 171 140 78 -93
S Space -2 -2 140 141 1544 1404
Space E 3 1 141 140 1389 1248
E V -2 -1 140 125 93 -47
V E 2 1 125 125 172 47
E R 0 -1 125 109 78 -47
R Space -3 0 109 110 93 -16
Space E 3 1 110 156 172 62
E S -1 1 156 140 94 -62
S C -1 -1 140 156 530 390
C A 1 2 156 140 94 -62
A P 1 -9 140 94 124 -16
P E 0 7 94 78 110 16
E D -1 0 78 94 171 93
D OemPeriod -1 -6 94 125 187 93
OemPeriod Space -1 5 125 93 141 16
Space Back 4 -9 93 78 421 328
Back Back 0 0 78 94 140 62
Back I -1 5 94 93 188 94
I T 0 3 93 78 109 16
T Space -3 1 78 93 125 47
Space Back 4 -9 93 62 374 281
Back Back 0 0 62 62 156 94
Back Back 0 0 62 94 140 78
Back Space -4 9 94 94 94 0
Space I 3 -4 94 78 140 46
I T 0 3 78 94 125 47
T OemPeriod -2 -4 94 78 156 62
OemPeriod Space -1 5 78 94 125 47
Space RShiftKey 1 -7 94 281 3042 2948
RShiftKey A 1 10 281 93 172 -109
A N -1 -5 93 125 171 78
N D 1 3 125 78 109 -16
D Space -2 -1 78 94 94 16
Space T 3 -1 94 109 156 62
T H -1 -1 109 46 94 -15
H A 0 5 46 141 171 125
A T 1 -4 141 94 94 -47
T Space -3 1 94 109 47 -47
Space I 3 -4 109 125 998 889
I S -1 6 125 78 125 0
S Space -2 -2 78 78 125 47
Space A 2 3 78 125 93 15
A S 0 -1 125 125 63 -62
S Space -2 -2 125 78 109 -16
Space I 3 -4 78 94 140 62
I T 0 3 94 78 78 -16
T Space -3 1 78 94 94 16
Space S 2 2 94 93 94 0
S H 0 -4 93 94 93 0
H O 1 -3 94 110 187 93
O U 0 2 110 78 63 -47
U L -1 -2 78 125 171 93
L D 0 6 125 62 94 -31
D Space -2 -1 62 94 109 47
Space B 1 -1 94 93 141 47
B E 2 2 93 109 156 63
E OemPeriod -2 -6 109 125 249 140
OemPeriod Space -1 5 125 78 156 31
Space Back 4 -9 78 63 499 421
Back Back 0 0 63 94 125 62
Back Oemcomma -3 5 94 93 250 156
Oemcomma M 0 1 93 32 15 -78
M Space -1 3 32 93 110 78
Space Back 4 -9 93 78 811 718
Back Back 0 0 78 78 140 62
Back Back 0 0 78 78 141 63
Back Oemcomma -3 5 78 93 967 889
Oemcomma Space -1 4 93 93 78 -15
Space B 1 -1 93 172 218 125
B E 2 2 172 109 156 -16
E C -2 0 109 156 250 141
C A 1 2 156 125 93 -63
A U 1 -6 125 125 125 0
U S -1 5 125 156 172 47
S E 1 -1 156 109 78 -78
E Space -3 -1 109 78 780 671
Space RShiftKey 1 -7 78 188 327 249
RShiftKey D 1 8 188 78 125 -63
D E 1 0 78 124 141 63
E A -1 2 124 109 93 -31
A T 1 -4 109 172 265 156
T H -1 -1 172 125 94 -78
H Space -2 2 125 78 156 31
Space I 3 -4 78 93 172 94
I S -1 6 93 94 62 -31
S Space -2 -2 94 93 125 31
Space V 1 0 93 93 125 32
V E 2 1 93 124 156 63
E R 0 -1 124 93 78 -46
R Y 0 -2 93 93 265 172
Y Space -3 2 93 94 109 16
Space L 2 -5 94 203 218 124
L I 1 1 203 125 94 -109
I K -1 0 125 94 218 93
K E 1 5 94 93 141 47
E L -1 -6 93 125 109 16
L Y 1 3 125 63 187 62
Y Space -3 2 63 94 780 717
Space T 3 -1 94 109 172 78
T H -1 -1 109 78 78 -31
H E 1 3 78 94 171 93
E Space -3 -1 94 93 141 47
Space S 2 2 93 109 62 -31
S I 1 -6 109 140 125 16
I N -2 2 140 109 78 -62
N G 1 1 109 78 78 -31
G L 0 -4 78 94 140 62
L E 1 6 94 94 78 -16
E Space -3 -1 94 78 125 31
Space B 1 -1 78 62 905 827
B E 2 2 62 125 218 156
E S -1 1 125 203 63 -62
S T 1 -3 203 94 171 -32
T Space -3 1 94 94 78 -16
Space I 3 -4 94 109 172 78
I N -2 2 109 140 47 -62
N V 0 2 140 141 93 -47
V E 2 1 141 125 94 -47
E T 0 -2 125 78 172 47
T I 0 -3 78 140 109 31
I O 0 -1 140 218 78 -62
O N -2 3 218 125 140 -78
N Space -1 2 125 93 172 47
Space O 3 -5 93 125 780 687
O F -1 5 125 94 140 15
F Space -2 0 94 109 94 0
Space RShiftKey 1 -7 109 390 749 640
RShiftKey L 1 2 390 156 249 -141
L I 1 1 156 109 281 125
I F -1 4 109 172 140 31
F E 1 1 172 140 94 -78
E OemPeriod -2 -6 140 125 203 63
OemPeriod Space -1 5 125 109 140 15
Space RShiftKey 1 -7 109 234 359 250
RShiftKey T 2 6 234 78 265 31
T Back 1 -8 78 109 359 281
Back I -1 5 109 78 296 187
I Back 1 -5 78 94 312 234
Back RShiftKey -3 2 94 218 266 172
RShiftKey I 2 3 218 124 78 -140
I T 0 3 124 93 156 32
T Space -3 1 93 109 109 16
Space I 3 -4 109 110 171 62
I S -1 6 110 78 110 0
S Space -2 -2 78 109 62 -16
Space RShiftKey 1 -7 109 297 218 109
RShiftKey L 1 2 297 156 172 -125
L I 1 1 156 125 452 296
I F -1 4 125 171 609 484
F E 1 1 171 124 125 -46
E Oem7 -1 -8 124 109 156 32
Oem7 S 0 9 109 125 202 93
S Space -2 -2 125 109 515 390
Space C 1 1 109 109 203 94
C H 1 -3 109 109 94 -15
H A 0 5 109 125 93 -16
A N -1 -5 125 94 109 -16
N G 1 1 94 172 78 -16
G E 1 2 172 109 110 -62
E Space -3 -1 109 109 31 -78
Space A 2 3 109 140 156 47
A N -1 -5 140 109 47 -93
N G 1 1 109 156 234 125
G E 1 2 156 109 109 -47
E D -1 0 109 125 171 62
D Back 2 -10 125 94 640 515
Back Back 0 0 94 78 1061 967
Back E -1 10 78 141 1544 1466
E N -2 -3 141 93 375 234
N T 2 1 93 78 124 31
T Space -3 1 78 109 203 125
Space Back 4 -9 109 78 499 390
Back Back 0 0 78 78 156 78
Back Back 0 0 78 78 156 78
Back Back 0 0 78 78 156 78
Back Back 0 0 78 63 156 78
Back Back 0 0 63 62 141 78
Back G -2 8 62 172 639 577
G E 1 2 172 124 110 -62
E N -2 -3 124 93 109 -15
N T 2 1 93 78 125 32
T OemPeriod -2 -4 78 93 421 343
OemPeriod Space -1 5 93 94 93 0
Space RShiftKey 1 -7 94 281 1482 1388
RShiftKey I 2 3 281 125 172 -109
I T 0 3 125 78 125 0
T Space -3 1 78 93 156 78
Space C 1 1 93 94 93 0
C L 1 -6 94 78 110 16
L E 1 6 78 141 93 15
E A -1 2 141 187 94 -47
A R 1 -3 187 187 156 -31
R S -1 2 187 109 125 -62
S Space -2 -2 109 78 171 62
Space U 3 -3 78 110 499 421
U T 0 2 110 32 78 -32
T Back 1 -8 32 94 312 280
Back Back 0 0 94 94 172 78
Back Space -4 9 94 109 390 296
Space Back 4 -9 109 109 406 297
Back O -1 4 109 203 327 218
O U 0 2 203 109 125 -78
U T 0 2 109 78 140 31
T Space -3 1 78 94 94 16
Space T 3 -1 94 125 109 15
T H -1 -1 125 94 78 -47
H E 1 3 94 94 156 62
E Space -3 -1 94 93 94 0
Space O 3 -5 93 78 156 63
O L -1 0 78 109 156 78
L D 0 6 109 93 125 16
D Space -2 -1 93 78 109 16
Space T 3 -1 78 78 967 889
T O 0 -4 78 109 109 31
O Space -3 5 109 109 125 16
Space M 1 -3 109 109 109 0
M A 1 6 109 94 109 0
A K 0 -7 94 94 78 -16
K E 1 5 94 78 63 -31
E Space -3 -1 78 94 109 31
Space W 3 2 94 125 125 31
W A -1 1 125 109 78 -47
A Y 1 -5 109 78 249 140
Y Space -3 2 78 109 125 47
Space F 2 0 109 78 109 0
F O 1 -5 78 94 78 0
O R 0 5 94 63 78 -16
R Space -3 0 63 94 78 15
Space T 3 -1 94 109 125 31
T H -1 -1 109 78 78 -31
H E 1 3 78 78 172 94
E Space -3 -1 78 78 62 -16
Space N 1 -2 78 94 156 78
N E 2 3 94 125 78 -16
E W 0 1 125 124 63 -62
W OemPeriod -2 -7 124 109 390 266
OemPeriod Space -1 5 109 94 93 -16
Space Space 0 0 94 93 2091 1997
Space RShiftKey 1 -7 93 390 140 47
RShiftKey R 2 7 390 94 218 -172
R I 0 -4 94 125 375 281
I G -1 3 125 109 109 -16
G H 0 -1 109 188 62 -47
H T 1 1 188 93 141 -47
T Space -3 1 93 109 47 -46
Space N 1 -2 109 188 202 93
N O 2 -3 188 141 125 -63
O W 0 7 141 109 156 15
W Space -3 -2 109 94 1638 1529
Space T 3 -1 94 125 203 109
T H -1 -1 125 94 62 -63
H E 1 3 94 78 219 125
E W 0 1 78 62 0 -78
W Space -3 -2 62 94 93 31
Space N 1 -2 94 109 999 905
N E 2 3 109 140 156 47
E W 0 1 140 125 78 -62
W Space -3 -2 125 93 47 -78
Space I 3 -4 93 94 171 78
I S -1 6 94 93 94 0
S Space -2 -2 93 109 78 -15
Space Y 3 -2 109 78 156 47
Y O 0 -3 78 156 78 0
O U 0 2 156 78 78 -78
U Oemcomma -2 -1 78 93 359 281
Oemcomma Space -1 4 93 78 156 63
Space B 1 -1 78 78 702 624
B U 2 -2 78 93 109 31
U T 0 2 93 63 140 47
T Space -3 1 63 110 109 46
Space S 2 2 110 94 78 -32
S O 1 -7 94 93 141 47
O M -2 2 93 125 31 -62
M E 2 4 125 110 62 -63
E D -1 0 110 219 234 124
D A 0 2 219 125 141 -78
A Y 1 -5 125 109 156 31
Y Space -3 2 109 94 140 31
Space N 1 -2 94 187 1342 1248
N O 2 -3 187 125 109 -78
O T 0 4 125 62 94 -31
T Space -3 1 62 109 140 78
Space T 3 -1 109 94 187 78
T O 0 -4 94 78 94 0
O O 0 0 78 78 140 62
O Space -3 5 78 94 125 47
Space L 2 -5 94 94 62 -32
L O 1 0 94 156 312 218
O N -2 3 156 110 78 -78
N G 1 1 110 78 110 0
G Space -2 1 78 93 109 31
Space F 2 0 93 109 749 656
F R 1 0 109 78 187 78
R O 0 -5 78 140 109 31
O M -2 2 140 125 62 -78
M Space -1 3 125 94 94 -31
Space N 1 -2 94 156 172 78
N O 2 -3 156 109 93 -63
O W 0 7 109 78 141 32
W Oemcomma -2 -6 78 94 124 46
Oemcomma Space -1 4 94 94 125 31
Space Y 3 -2 94 78 265 171
Y O 0 -3 78 109 63 -15
O U 0 2 109 94 62 -47
U Space -3 3 94 78 94 0
Space W 3 2 78 78 187 109
W I 0 -6 78 78 94 16
I L -1 -1 78 78 202 124
L L 0 0 78 93 141 63
L Space -2 5 93 109 31 -62
Space G 2 -1 109 62 250 141
G R 1 1 62 93 187 125
R A -1 3 93 156 125 32
A D 0 -2 156 94 124 -32
D U 1 -4 94 78 94 0
U A -1 6 78 93 47 -31
A L 0 -8 93 78 171 78
L L 0 0 78 109 141 63
L Y 1 3 109 93 125 16
Y Space -3 2 93 94 561 468
Space B 1 -1 94 156 281 187
B E 2 2 156 94 140 -16
E C -2 0 94 125 172 78
C O 2 -6 125 125 140 15
O M -2 2 125 93 63 -62
M E 2 4 93 63 62 -31
E Space -3 -1 63 78 125 62
Space T 3 -1 78 109 125 47
T H -1 -1 109 109 62 -47
H E 1 3 109 93 172 63
E Space -3 -1 93 94 93 0
Space O 3 -5 94 94 172 78
O L -1 0 94 109 172 78
L D 0 6 109 47 124 15
D Space -2 -1 47 93 110 63
Space A 2 3 93 94 124 31
A N -1 -5 94 94 78 -16
N D 1 3 94 78 110 16
D Space -2 -1 78 94 93 15
Space B 1 -1 94 94 234 140
B E 2 2 94 78 156 62
E Space -3 -1 78 94 78 0
Space C 1 1 94 94 125 31
C L 1 -6 94 78 94 0
L E 1 6 78 141 124 46
E A -1 2 141 187 94 -47
A R 1 -3 187 156 156 -31
R E 0 1 156 78 94 -62
E D -1 0 78 94 171 93
D Space -2 -1 94 93 94 0
Space A 2 3 93 156 171 78
A W 1 -1 156 172 125 -31
W A -1 1 172 125 109 -63
A Y 1 -5 125 110 156 31
Y OemPeriod -2 -3 110 94 905 795
OemPeriod Space -1 5 94 78 63 -31
Space RShiftKey 1 -7 78 125 202 124
RShiftKey S 1 9 125 78 94 -31
S O 1 -7 78 109 172 94
O R 0 5 109 78 202 93
R R 0 0 78 172 172 94
R Y 0 -2 172 109 109 -63
Y Space -3 2 109 94 125 16
Space T 3 -1 94 62 983 889
T O 0 -4 62 94 93 31
O Space -3 5 94 93 110 16
Space B 1 -1 93 94 140 47
B E 2 2 94 109 109 15
E Space -3 -1 109 94 187 78
Space S 2 2 94 94 390 296
S O 1 -7 94 94 94 0
O Space -3 5 94 78 109 15
Space D 2 1 78 110 265 187
D R 1 -1 110 93 219 109
R A -1 3 93 93 156 63
A M -1 -6 93 109 156 63
M A 1 6 109 94 93 -16
A T 1 -4 94 94 749 655
T I 0 -3 94 109 156 62
I C -2 5 109 110 109 0
C Oemcomma 0 -5 110 110 390 280
Oemcomma Space -1 4 110 94 78 -32
Space B 1 -1 94 78 219 125
B U 2 -2 78 124 125 47
U T 0 2 124 78 109 -15
T Space -3 1 78 125 109 31
Space I 3 -4 125 125 608 483
I T 0 3 125 94 156 31
T Space -3 1 94 94 78 -16
Space I 3 -4 94 94 156 62
I S -1 6 94 78 63 -31
S Space -2 -2 78 110 93 15
Space Q 3 3 110 78 219 109
Q U 0 -6 78 141 93 15
U I 0 -1 141 109 94 -47
I T 0 3 109 171 125 16
T E 0 2 171 140 109 -62
E Space -3 -1 140 94 78 -62
Space T 3 -1 94 156 172 78
T R 0 1 156 124 78 -78
R U 0 -3 124 78 78 -46
U E 0 4 78 93 187 109
E OemPeriod -2 -6 93 94 140 47
OemPeriod Space -1 5 94 94 125 31
Space Return 2 -8 94 94 234 140
Return Return 0 0 94 63 9812 9718
Return Return 0 0 63 94 125 62
Return RShiftKey -1 1 94 218 328 234
RShiftKey Y 2 5 218 78 125 -93
Y U 0 -1 78 47 15 -63
U O 0 -2 47 156 234 187
O U 0 2 156 93 94 -62
U R 0 3 93 78 109 16
R Space -3 0 78 109 125 47
Space T 3 -1 109 78 78 -31
T M -2 -2 78 125 218 140
M Back 3 -6 125 78 390 265
Back Back 0 0 78 78 156 78
Back Back 0 0 78 93 141 63
Back Back 0 0 93 78 156 63
Back Back 0 0 78 94 140 62
Back Back 0 0 94 78 156 62
Back Back 0 0 78 94 156 78
Back O -1 4 94 156 546 452
O U 0 2 156 94 78 -78
U T 0 2 94 62 125 31
T Back 1 -8 62 94 374 312
Back R -1 9 94 78 125 31
R Space -3 0 78 78 125 47
Space T 3 -1 78 78 125 47
T I 0 -3 78 171 109 31
I M -2 1 171 141 93 -78
M E 2 4 141 78 156 15
E Space -3 -1 78 94 125 47
Space I 3 -4 94 94 1045 951
I S -1 6 94 78 110 16
S Space -2 -2 78 109 78 0
Space L 2 -5 109 125 187 78
L I 1 1 125 125 234 109
I M -2 1 125 140 109 -16
M I 2 -1 140 94 109 -31
I T 0 3 94 171 141 47
T E 0 2 171 109 93 -78
E D -1 0 109 94 187 78
D Oemcomma -1 -5 94 94 172 78
Oemcomma Space -1 4 94 94 140 46
Space S 2 2 94 94 203 109
S O 1 -7 94 78 78 -16
O Space -3 5 78 94 109 31
Space D 2 1 94 78 156 62
D O 1 -6 78 172 16 -62
O N -2 3 172 93 94 -78
N Oem7 1 -5 93 94 218 125
Oem7 T 1 6 94 78 109 15
T Space -3 1 78 78 109 31
Space W 3 2 78 109 172 94
W A -1 1 109 156 78 -31
A S 0 -1 156 93 125 -31
S T 1 -3 93 203 296 203
T E 0 2 203 140 141 -62
E Space -3 -1 140 109 873 733
Space I 3 -4 109 93 172 63
I T 0 3 93 78 78 -15
T Space -3 1 78 94 93 15
Space L 2 -5 94 156 219 125
L I 1 1 156 125 78 -78
I V -2 4 125 78 109 -16
V I 2 -4 78 156 125 47
I N -2 2 156 125 78 -78
N G 1 1 125 78 109 -16
G Space -2 1 78 109 109 31
Space S 2 2 109 94 343 234
S O 1 -7 94 125 94 0
O M -2 2 125 110 62 -63
M E 2 4 110 94 94 -16
E O 0 -6 94 124 94 0
O N -2 3 124 94 62 -62
N E 2 3 94 78 140 46
E Space -3 -1 78 93 609 531
Space E 3 1 93 94 249 156
E L -1 -6 94 62 422 328
L S 0 7 62 172 124 62
S E 1 -1 172 124 110 -62
E Oem7 -1 -8 124 78 140 16
Oem7 S 0 9 78 78 140 62
S Space -2 -2 78 93 110 32
Space L 2 -5 93 156 218 125
L I 1 1 156 125 62 -94
I F -1 4 125 172 125 0
F E 1 1 172 125 94 -78
E OemPeriod -2 -6 125 124 1217 1092
OemPeriod Space -1 5 124 125 109 -15
Space RShiftKey 1 -7 125 343 515 390
RShiftKey D 1 8 343 93 265 -78
D O 1 -6 93 109 265 172
O I 0 1 109 109 0 -109
I N -2 2 109 125 31 -78
N Back 3 -7 125 47 952 827
Back Back 0 0 47 78 140 93
Back N -3 7 78 93 562 484
N Oem7 1 -5 93 78 561 468
Oem7 T 1 6 78 125 172 94
T Space -3 1 125 93 3916 3791
Space B 1 -1 93 156 265 172
B E 2 2 156 109 140 -16
E Space -3 -1 109 93 141 32
Space T 3 -1 93 140 187 94
T R 0 1 140 94 93 -47
R A -1 3 94 109 219 125
A P 1 -9 109 78 140 31
P P 0 0 78 94 156 78
P E 0 7 94 94 125 31
E D -1 0 94 109 187 93
D Space -2 -1 109 93 250 141
Space B 1 -1 93 78 530 437
B Y 2 -1 78 93 172 94
Y Space -3 2 93 109 109 16
Space D 2 1 109 93 203 94
D O 1 -6 93 94 109 16
O G -1 4 94 78 94 0
G M -1 -2 78 94 124 46
M A 1 6 94 93 141 47
A Space -2 -3 93 62 1248 1155
Space OemMinus 4 -7 62 78 78 16
OemMinus Space -4 7 78 94 93 15
Space W 3 2 94 78 250 156
W H -1 -4 78 156 78 0
H I 1 -2 156 124 94 -62
I C -2 5 124 93 109 -15
C H 1 -3 93 94 93 0
H Space -2 2 94 78 125 31
Space I 3 -4 78 125 125 47
I S -1 6 125 109 94 -31
S Space -2 -2 109 93 156 47
Space L 2 -5 93 187 437 344
L I 1 1 187 125 124 -63
I V -2 4 125 78 141 16
V I 2 -4 78 172 109 31
I N -2 2 172 109 94 -78
N G 1 1 109 93 109 0
G Space -2 1 93 110 93 0
Space W 3 2 110 78 671 561
W I 0 -6 78 93 94 16
I T 0 3 93 125 171 78
T H -1 -1 125 94 78 -47
H Space -2 2 94 78 63 -31
Space T 3 -1 78 109 109 31
T H -1 -1 109 93 47 -62
H E 1 3 93 94 187 94
E Space -3 -1 94 47 78 -16
Space R 3 0 47 140 94 47
R E 0 1 140 93 78 -62
E S -1 1 93 94 171 78
S U 1 -5 94 78 47 -47
U L -1 -2 78 109 187 109
L T 1 4 109 187 156 47
T S -1 3 187 124 141 -46
S Space -2 -2 124 94 171 47
Space O 3 -5 94 125 499 405
O F -1 5 125 78 141 16
F Space -2 0 78 94 93 15
Space O 3 -5 94 78 188 94
O T 0 4 78 125 93 15
T H -1 -1 125 94 78 -47
H E 1 3 94 140 203 109
E R 0 -1 140 125 62 -78
R Space -3 0 125 94 78 -47
Space P 3 -6 94 109 172 78
P E 0 7 109 78 109 0
E O 0 -6 78 124 63 -15
O P 0 -1 124 203 93 -31
P L -1 1 203 109 125 -78
L E 1 6 109 156 281 172
E Oem7 -1 -8 156 109 312 156
Oem7 S 0 9 109 109 187 78
S Space -2 -2 109 94 608 499
Space T 3 -1 94 140 250 156
T H -1 -1 140 110 62 -78
H I 1 -2 110 109 47 -63
I N -2 2 109 203 78 -31
N K 1 -2 203 109 125 -78
K I 1 0 109 140 203 94
I N -2 2 140 125 78 -62
N G 1 1 125 63 140 15
G OemPeriod -1 -4 63 93 687 624
OemPeriod Space -1 5 93 78 93 0
Space RShiftKey 1 -7 78 202 141 63
RShiftKey D 1 8 202 94 124 -78
D O 1 -6 94 187 203 109
O N -2 3 187 94 109 -78
N Oem7 1 -5 94 94 234 140
