D9 D2 0 7 140 156 125 -15
OemPeriod Return 1 -3 94 109 546 452
Return LShiftKey -1 12 109 296 5055 4946
LShiftKey T 2 -5 296 94 171 -125
T H -1 -1 94 78 1279 1185
H I 1 -2 78 125 874 796
I S -1 6 125 125 203 78
S Space -2 -2 125 140 78 -47
Space W 3 2 140 110 171 31
W A -1 1 110 187 531 421
A S 0 -1 187 94 171 -16
S Space -2 -2 94 109 110 16
Space T 3 -1 109 172 140 31
T H -1 -1 172 94 187 15
H E 1 3 94 141 78 -16
E Space -3 -1 141 141 78 -63
Space C 1 1 141 140 281 140
C L 1 -6 140 109 125 -15
L O 1 0 109 32 249 140
O S -1 7 32 171 453 421
S E 1 -1 171 109 140 -31
E S -1 1 109 125 265 156
S T 1 -3 125 94 718 593
T Space -3 1 94 140 359 265
Space LShiftKey 1 4 140 374 265 125
LShiftKey I 2 -8 374 93 281 -93
I Oem7 -1 -3 93 141 452 359
Oem7 V -1 7 141 94 203 62
V E 2 1 94 140 78 -16
E Space -3 -1 140 109 47 -93
Space B 1 -1 109 110 249 140
B E 2 2 110 93 110 0
E E 0 0 93 156 156 63
E N -2 -3 156 93 156 0
N Space -1 2 93 109 109 16
Space T 3 -1 109 156 93 -16
T O 0 -4 156 109 125 -31
O Space -3 5 109 140 94 -15
Space F 2 0 140 140 125 -15
F A 0 3 140 156 109 -31
A C -1 -2 156 141 140 -16
C I 2 -5 141 109 125 -16
I N -2 2 109 110 218 109
N G 1 1 110 125 47 -63
G Space -2 1 125 141 109 -16
Space D 2 1 141 187 188 47
D E 1 0 187 125 140 -47
E A -1 2 125 172 78 -47
A T 1 -4 172 140 156 -16
T H -1 -1 140 125 187 47
H Space -2 2 125 156 843 718
Space Back 4 -9 156 141 717 561
Back Oemcomma -3 5 141 110 733 592
Oemcomma Space -1 4 110 109 94 -16
Space A 2 3 109 172 78 -31
A N -1 -5 172 94 234 62
N D 1 3 94 125 47 -47
D Space -2 -1 125 140 109 -16
Space LShiftKey 1 4 140 297 296 156
LShiftKey I 2 -8 297 94 125 -172
I Space -3 4 94 172 546 452
Space H 2 -2 172 94 265 93
H O 1 -3 94 93 266 172
O P 0 -1 93 125 202 109
P E 0 7 125 156 47 -78
E Space -3 -1 156 125 94 -62
Space I 3 -4 125 109 374 249
I T 0 3 109 125 78 -31
T Oem7 -1 -6 125 109 936 811
Oem7 S 0 9 109 125 94 -15
S Space -2 -2 125 140 78 -47
Space T 3 -1 140 140 156 16
T H -1 -1 140 125 93 -47
H E 1 3 125 141 78 -47
E Space -3 -1 141 125 94 -47
Space C 1 1 125 125 156 31
C L 1 -6 125 110 140 15
L O 1 0 110 125 203 93
O S -1 7 125 94 109 -16
S E 1 -1 94 125 47 -47
E S -1 1 125 141 187 62
S T 1 -3 141 171 266 125
T Space -3 1 171 109 171 0
Space LShiftKey 1 4 109 358 609 500
LShiftKey I 2 -8 358 125 202 -156
I Space -3 4 125 125 141 16
Space G 2 -1 125 94 452 327
G E 1 2 94 171 63 -31
E T 0 -2 171 109 156 -15
T Space -3 1 109 125 93 -16
Space F 2 0 125 141 234 109
F O 1 -5 141 94 125 -16
O R 0 5 94 125 78 -16
R Space -3 0 125 109 94 -31
Space A 2 3 109 187 93 -16
A Space -2 -3 187 125 125 -62
Space F 2 0 125 109 577 452
F E 1 1 109 140 219 110
E W 0 1 140 140 62 -78
W Space -3 -2 140 141 62 -78
Space M 1 -3 141 78 125 -16
M R 2 3 78 202 219 141
R O 0 -5 202 109 0 -202
O E 0 6 109 203 109 0
E Space -3 -1 203 234 93 -110
Space D 2 1 234 187 266 32
D E 1 0 187 125 140 -47
E Back 1 -10 125 671 312 187
Back Back 0 0 671 93 952 281
Back O -1 4 93 140 577 484
O R 0 5 140 156 47 -93
R E 0 1 156 124 78 -78
E Space -3 -1 124 203 62 -62
Space D 2 1 203 125 187 -16
D E 1 0 125 141 78 -47
E C -2 0 141 172 156 15
C A 1 2 172 172 203 31
A S 0 -1 172 125 140 -32
S Back 2 -11 125 109 422 297
Back D -2 10 109 172 124 15
D E 1 0 172 156 94 -78
E D -1 0 156 62 156 0
D S 0 1 62 140 47 -15
S Back 2 -11 140 109 858 718
Back Back 0 0 109 62 187 78
Back S -2 11 62 125 78 16
S OemPeriod -1 -7 125 109 2262 2137
OemPeriod Space -1 5 109 172 140 31
Space LShiftKey 1 4 172 188 156 -16
LShiftKey H 1 -6 188 140 110 -78
H A 0 5 140 140 156 16
A V -1 -3 140 125 296 156
V I 2 -4 125 78 109 -16
I N -2 2 78 125 203 125
N G 1 1 125 125 78 -47
G Space -2 1 125 141 62 -63
Space L 2 -5 141 124 266 125
L I 1 1 124 124 234 110
I V -2 4 124 125 140 16
V E 2 1 125 172 78 -47
E D -1 0 172 141 218 46
D Space -2 -1 141 125 125 -16
Space T 3 -1 125 78 219 94
T H -1 -1 78 125 93 15
H R 1 2 125 140 141 16
R O 0 -5 140 93 187 47
O U 0 2 93 94 296 203
U G -1 2 94 141 187 93
G H 0 -1 141 109 125 -16
H Space -2 2 109 109 125 16
Space I 3 -4 109 109 187 78
I T 0 3 109 110 109 0
T Oemcomma -2 -3 110 125 1623 1513
Oemcomma Space -1 4 125 156 109 -16
Space LShiftKey 1 4 156 359 187 31
LShiftKey I 2 -8 359 125 125 -234
I Space -3 4 125 125 109 -16
Space C 1 1 125 109 234 109
C A 1 2 109 156 125 16
A N -1 -5 156 125 62 -94
N Space -1 2 125 141 156 31
Space N 1 -2 141 93 344 203
N O 2 -3 93 125 280 187
O W 0 7 125 141 125 0
W Space -3 -2 141 172 78 -63
Space S 2 2 172 125 187 15
S A 0 1 125 171 110 -15
A Y 1 -5 171 109 374 203
Y Space -3 2 109 94 109 0
Space T 3 -1 94 140 94 0
T H -1 -1 140 94 93 -47
H I 1 -2 94 110 234 140
I S -1 6 110 140 63 -47
S Space -2 -2 140 125 93 -47
Space T 3 -1 125 140 188 63
T O 0 -4 140 93 109 -31
O Space -3 5 93 125 109 16
Space Y 3 -2 125 94 265 140
Y O 0 -3 94 124 141 47
O U 0 2 124 109 249 125
U Space -3 3 109 109 141 32
Space W 3 2 109 140 296 187
W I 0 -6 140 109 94 -46
I T 0 3 109 141 124 15
T H -1 -1 141 94 156 15
H Space -2 2 94 109 94 0
Space A 2 3 109 171 94 -15
A Space -2 -3 171 94 140 -31
Space B 1 -1 94 109 109 15
B I 2 -3 109 94 265 156
I T 0 3 94 140 110 16
T Space -3 1 140 94 93 -47
Space M 1 -3 94 109 63 -31
M O 2 -2 109 125 218 109
O R 0 5 125 141 62 -63
R E 0 1 141 156 47 -94
E Space -3 -1 156 156 78 -78
Space C 1 1 156 125 484 328
C E 2 0 125 141 140 15
E R 0 -1 141 140 94 -47
R T 0 -1 140 109 218 78
T I 0 -3 109 93 219 110
I Back 1 -5 93 125 639 546
Back A -2 12 125 141 156 31
A I 1 -7 141 78 219 78
I N -2 2 78 110 202 124
N I 2 -2 110 109 219 109
I T 0 3 109 125 93 -16
T Y 0 -1 125 110 390 265
Y Space -3 2 110 124 188 78
Space W 3 2 124 93 780 656
W Back 1 -11 93 140 343 250
Back T -1 8 140 125 156 16
T H -1 -1 125 94 187 62
H A 0 5 94 156 16 -78
A N -1 -5 156 125 218 62
N Space -1 2 125 62 172 47
Space Left 0 -7 62 671 4258 4196
Left Left 0 0 671 109 827 156
Left Back 4 -2 109 78 889 780
Back Right -4 0 78 733 640 562
Right Left 0 2 733 125 2636 1903
Left W 3 9 125 141 624 499
W H -1 -4 141 109 110 -31
H E 1 3 109 125 124 15
E N -2 -3 125 140 94 -31
N Space -1 2 140 109 125 -15
Space D 2 1 109 140 125 16
D E 1 0 140 141 124 -16
E A -1 2 141 140 32 -109
A T 1 -4 140 109 546 406
T H -1 -1 109 125 140 31
H S 0 4 125 140 156 31
S Space -2 -2 140 140 94 -46
Space Back 4 -9 140 125 1263 1123
Back Back 0 0 125 94 203 78
Back Space -4 9 94 140 125 31
Space W 3 2 140 141 93 -47
W A -1 1 141 172 78 -63
A S 0 -1 172 109 141 -31
S Space -2 -2 109 156 62 -47
Space A 2 3 156 172 390 234
A Space -2 -3 172 171 63 -109
Space U 3 -3 171 125 733 562
U S -1 5 125 109 78 -47
S E 1 -1 109 125 78 -31
E F -1 -1 125 109 499 374
F U 1 -3 109 109 858 749
U L -1 -2 109 109 359 250
L Space -2 5 109 78 156 47
Space B 1 -1 78 125 249 171
B U 2 -2 125 109 203 78
U T 0 2 109 156 125 16
T Space -3 1 156 124 94 -62
Space A 2 3 124 78 202 78
A Back 2 -12 78 141 359 281
Back P -1 3 141 125 484 343
P U 0 3 125 125 1201 1076
U R 0 3 125 156 62 -63
R E 0 1 156 125 78 -78
E L -1 -6 125 109 406 281
L Y 1 3 109 125 218 109
Y Space -3 2 125 140 110 -15
Space I 3 -4 140 31 624 484
I I 0 0 31 94 124 93
I N -2 2 94 110 234 140
N T 2 1 110 140 63 -47
T E 0 2 140 156 109 -31
E L -1 -6 156 140 328 172
L E 1 6 140 125 436 296
E Back 1 -10 125 609 281 156
Back Back 0 0 609 94 811 202
Back N -3 7 94 125 1295 1201
N T 2 1 125 141 156 31
T E 0 2 141 109 141 0
E L -1 -6 109 94 171 62
L L 0 0 94 125 172 78
L E 1 6 125 125 93 -32
E C -2 0 125 109 266 141
C T 2 -2 109 140 577 468
T U 0 -2 140 109 156 16
U A -1 6 109 156 109 0
A L 0 -8 156 94 140 -16
L Space -2 5 94 109 125 31
Space C 1 1 109 140 141 32
C O 2 -6 140 93 109 -31
O N -2 3 93 110 249 156
N C 0 3 110 109 141 31
C E 2 0 109 141 62 -47
E P 0 -7 141 94 156 15
P T 0 5 94 124 141 47
T RShiftKey -2 -6 124 249 1825 1701
RShiftKey Oem1 1 1 249 125 140 -109
Oem1 Return 0 -2 125 94 281 156
Return LShiftKey -1 12 94 296 1482 1388
LShiftKey N 0 -6 296 93 203 -93
N Space -1 2 93 156 312 219
Space O 3 -5 156 140 156 0
O Back 1 -4 140 94 452 312
Back Back 0 0 94 93 172 78
Back O -1 4 93 125 171 78
O Space -3 5 125 125 156 31
Space O 3 -5 125 93 110 -15
O N -2 3 93 94 218 125
N E 2 3 94 140 47 -47
E Space -3 -1 140 109 156 16
Space W 3 2 109 124 125 16
W A -1 1 124 141 93 -31
A N -1 -5 141 125 125 -16
N T 2 1 125 203 62 -63
T S -1 3 203 140 141 -62
S Space -2 -2 140 156 78 -62
Space T 3 -1 156 156 140 -16
T O 0 -4 156 94 125 -31
O Space -3 5 94 125 62 -32
Space D 2 1 125 109 188 63
D I 1 -5 109 110 124 15
I E 0 5 110 140 94 -16
E OemPeriod -2 -6 140 94 1466 1326
OemPeriod Space -1 5 94 172 125 31
Space LShiftKey 1 4 172 203 156 -16
LShiftKey E 2 -3 203 156 187 -16
E V -2 -1 156 110 234 78
V E 2 1 110 156 94 -16
E N -2 -3 156 109 125 -31
N Space -1 2 109 141 62 -47
Space P 3 -6 141 156 359 218
P E 0 7 156 156 140 -16
E O 0 -6 156 93 141 -15
O P 0 -1 93 78 187 94
P L -1 1 78 109 187 109
L E 1 6 109 124 141 32
E Space -3 -1 124 109 93 -31
Space W 3 2 109 125 718 609
W H -1 -4 125 93 156 31
H O 1 -3 93 125 218 125
O Space -3 5 125 140 141 16
Space W 3 2 140 156 93 -47
W A -1 1 156 156 125 -31
A N -1 -5 156 140 78 -78
N T 2 1 140 109 156 16
T Space -3 1 109 124 94 -15
Space T 3 -1 124 140 187 63
T O 0 -4 140 109 125 -15
O Space -3 5 109 125 109 0
Space G 2 -1 125 110 1341 1216
G O 1 -4 110 110 78 -32
O Space -3 5 110 125 156 46
Space T 3 -1 125 109 188 63
T O 0 -4 109 109 62 -47
O Space -3 5 109 141 421 312
Space H 2 -2 141 125 328 187
H E 1 3 125 109 78 -47
E A -1 2 109 156 62 -47
A V -1 -3 156 109 234 78
V E 2 1 109 125 94 -15
E N -2 -3 125 109 187 62
N Space -1 2 109 140 94 -15
Space D 2 1 140 156 468 328
D O 1 -6 156 93 109 -47
O N -2 3 93 109 203 110
N Oem7 1 -5 109 125 904 795
Oem7 T 1 6 125 125 219 94
T Space -3 1 125 140 109 -16
Space W 3 2 140 140 156 16
W A -1 1 140 172 109 -31
A N -1 -5 172 125 94 -78
N T 2 1 125 109 109 -16
T Space -3 1 109 93 94 -15
Space T 3 -1 93 140 109 16
T O 0 -4 140 78 125 -15
O Space -3 5 78 140 31 -47
Space D 2 1 140 156 234 94
D I 1 -5 156 125 93 -63
I E 0 5 125 140 110 -15
E Space -3 -1 140 125 93 -47
Space T 3 -1 125 156 141 16
T O 0 -4 156 93 109 -47
O Space -3 5 93 141 62 -31
Space G 2 -1 141 109 219 78
G E 1 2 109 156 140 31
E T 0 -2 156 156 125 -31
T Space -3 1 156 156 94 -62
Space T 3 -1 156 172 140 -16
T H -1 -1 172 141 62 -110
H E 1 3 141 172 156 15
E R 0 -1 172 188 78 -94
R E 0 1 188 140 141 -47
E OemPeriod -2 -6 140 125 1575 1435
OemPeriod Space -1 5 125 109 110 -15
Space LShiftKey 1 4 109 188 124 15
LShiftKey A 1 -1 188 156 63 -125
A N -1 -5 156 78 140 -16
N D 1 3 78 156 234 156
D Space -2 -1 156 125 265 109
Space Y 3 -2 125 125 281 156
Y E 0 3 125 156 109 -16
E T 0 -2 156 171 266 110
T Space -3 1 171 109 171 0
Space D 2 1 109 156 577 468
D E 1 0 156 156 172 16
E A -1 2 156 187 94 -62
A T 1 -4 187 172 171 -16
T H -1 -1 172 78 203 31
H Space -2 2 78 125 421 343
Space I 3 -4 125 125 172 47
I S -1 6 125 141 93 -32
S Space -2 -2 141 140 63 -78
Space T 3 -1 140 125 171 31
T H -1 -1 125 124 110 -15
H E 1 3 124 187 31 -93
E Space -3 -1 187 124 203 16
Space D 2 1 124 156 280 156
D E 1 0 156 172 125 -31
E A -1 2 172 109 156 -16
A S 0 -1 109 109 94 -15
S Back 2 -11 109 78 437 328
Back Back 0 0 78 93 187 109
Back S -2 11 93 94 187 94
S T 1 -3 94 110 140 46
T I 0 -3 110 109 172 62
I N -2 2 109 125 218 109
N A 1 5 125 140 63 -62
A T 1 -4 140 125 109 -31
T I 0 -3 125 125 140 15
I O 0 -1 125 109 219 94
O N -2 3 109 109 265 156
N Space -1 2 109 125 187 78
Space T 3 -1 125 125 390 265
T H -1 -1 125 93 94 -31
H A 0 5 93 156 109 16
A Back 2 -12 156 125 468 312
Back Back 0 0 125 78 218 93
Back Back 0 0 78 110 156 78
Back W -1 11 110 156 531 421
W E 0 -1 156 140 78 -78
E Space -3 -1 140 172 93 -47
Space A 2 3 172 188 156 -16
A L 0 -8 188 93 219 31
L L 0 0 93 78 171 78
L Space -2 5 78 156 219 141
Space S 2 2 156 140 125 -31
S H 0 -4 140 156 140 0
H A 0 5 156 187 125 -31
A R 1 -3 187 156 125 -62
R E 0 1 156 171 78 -78
E Oemcomma -2 -5 171 110 1684 1513
Oemcomma Space -1 4 110 141 78 -32
Space LShiftKey 1 4 141 219 156 15
LShiftKey N 0 -6 219 94 94 -125
N O 2 -3 94 94 234 140
O Space -3 5 94 172 109 15
Space E 3 1 172 156 156 -16
E N -2 -3 156 109 312 156
N Back 3 -7 109 670 297 188
Back Back 0 0 670 94 920 250
Back Back 0 0 94 93 406 312
Back OemPeriod -3 4 93 110 748 655
OemPeriod Space -1 5 110 156 188 78
Space LShiftKey 1 4 156 187 218 62
LShiftKey N 0 -6 187 94 78 -109
N O 2 -3 94 78 234 140
O Space -3 5 78 125 62 -16
Space O 3 -5 125 94 749 624
O N -2 3 94 109 219 125
N E 2 3 109 124 78 -31
E Space -3 -1 124 140 78 -46
Space H 2 -2 140 156 280 140
H A 0 5 156 156 141 -15
A S 0 -1 156 140 47 -109
S Space -2 -2 140 171 78 -62
Space E 3 1 171 141 249 78
E V -2 -1 141 109 281 140
V E 2 1 109 171 125 16
E R 0 -1 171 156 125 -46
R Space -3 0 156 141 93 -63
Space E 3 1 141 110 343 202
E S -1 1 110 93 266 156
S A 0 1 93 63 124 31
A Back 2 -12 63 125 437 374
Back C -3 10 125 125 109 -16
C A 1 2 125 187 94 -31
A P 1 -9 187 140 203 16
P E 0 7 140 218 125 -15
E D -1 0 218 156 202 -16
D Space -2 -1 156 141 125 -31
Space I 3 -4 141 125 172 31
I T 0 3 125 156 78 -47
T OemPeriod -2 -4 156 125 1747 1591
OemPeriod Space -1 5 125 124 172 47
Space A 2 3 124 187 327 203
A Back 2 -12 187 140 593 406
Back LShiftKey -3 13 140 187 125 -15
LShiftKey A 1 -1 187 171 125 -62
A N -1 -5 171 125 249 78
N D 1 3 125 141 156 31
D Space -2 -1 141 109 172 31
Space T 3 -1 109 124 203 94
T H -1 -1 124 125 171 47
H A 0 5 125 156 63 -62
A T 1 -4 156 140 140 -16
T Space -3 1 140 140 94 -46
Space I 3 -4 140 140 655 515
I S -1 6 140 140 125 -15
S Space -2 -2 140 171 109 -31
Space A 2 3 171 156 234 63
A S 0 -1 156 172 62 -94
S Space -2 -2 172 140 125 -47
Space I 3 -4 140 125 203 63
I T 0 3 125 125 93 -32
T Space -3 1 125 141 78 -47
Space S 2 2 141 156 234 93
S H 0 -4 156 109 125 -31
H O 1 -3 109 125 234 125
O U 0 2 125 78 219 94
U L -1 -2 78 94 202 124
L D 0 6 94 156 63 -31
D Space -2 -1 156 140 78 -78
Space B 1 -1 140 109 156 16
B E 2 2 109 124 125 16
E Oemcomma -2 -5 124 109 795 671
Oemcomma Space -1 4 109 156 94 -15
Space B 1 -1 156 125 218 62
B E 2 2 125 140 141 16
E C -2 0 140 110 202 62
C A 1 2 110 156 125 15
A U 1 -6 156 109 203 47
U S -1 5 109 93 94 -15
S E 1 -1 93 156 31 -62
E Space -3 -1 156 140 109 -47
Space LShiftKey 1 4 140 78 858 718
LShiftKey LShiftKey 0 0 78 374 172 94
LShiftKey D 1 -3 374 125 280 -94
D E 1 0 125 125 297 172
E A -1 2 125 156 109 -16
A L 0 -8 156 140 312 156
L Back 2 -4 140 110 920 780
Back T -1 8 110 141 234 124
T H -1 -1 141 109 125 -16
H Space -2 2 109 140 3869 3760
Space I 3 -4 140 140 156 16
I S -1 6 140 141 109 -31
S Space -2 -2 141 141 78 -63
Space V 1 0 141 125 187 46
V E 2 1 125 140 94 -31
E R 0 -1 140 140 94 -46
R Y 0 -2 140 78 156 16
Y Space -3 2 78 141 124 46
Space L 2 -5 141 109 141 0
L I 1 1 109 93 234 125
I E 0 5 93 109 234 141
E Back 1 -10 109 125 811 702
Back K -2 5 125 125 265 140
K E 1 5 125 125 172 47
E L -1 -6 125 94 109 -16
L Y 1 3 94 110 764 670
Y Space -3 2 110 125 94 -16
Space T 3 -1 125 156 109 -16
T H -1 -1 156 140 125 -31
H E 1 3 140 124 94 -46
E Space -3 -1 124 156 78 -46
Space S 2 2 156 141 202 46
S I 1 -6 141 124 110 -31
I N -2 2 124 109 249 125
N G 1 1 109 78 125 16
G L 0 -4 78 93 203 125
L E 1 6 93 109 109 16
E Space -3 -1 109 141 31 -78
Space E 3 1 141 109 624 483
E Back 1 -10 109 109 359 250
Back B -3 8 109 125 281 172
B E 2 2 125 109 78 -47
E S -1 1 109 125 62 -47
S T 1 -3 125 110 187 62
T Space -3 1 110 109 125 15
Space I 3 -4 109 93 375 266
I N -2 2 93 94 218 125
N V 0 2 94 109 78 -16
V E 2 1 109 156 94 -15
E N -2 -3 156 109 218 62
N T 2 1 109 109 265 156
T I 0 -3 109 109 172 63
I O 0 -1 109 93 203 94
O N -2 3 93 78 218 125
N G 1 1 78 78 62 -16
G Space -2 1 78 93 63 -15
Space Back 4 -9 93 78 1419 1326
Back Back 0 0 78 78 188 110
Back Space -4 9 78 109 140 62
Space O 3 -5 109 125 686 577
O F -1 5 125 141 78 -47
F Space -2 0 141 125 78 -63
Space L 2 -5 125 125 94 -31
L I 1 1 125 109 234 109
I Back 1 -5 109 109 733 624
Back Back 0 0 109 94 203 94
Back LShiftKey -3 13 94 640 265 171
LShiftKey L 1 -9 640 94 265 -375
L I 1 1 94 93 765 671
I F -1 4 93 156 171 78
F E 1 1 156 93 110 -46
E OemPeriod -2 -6 93 140 2012 1919
OemPeriod Space -1 5 140 141 109 -31
Space LShiftKey 1 4 141 203 187 46
LShiftKey I 2 -8 203 125 125 -78
I T 0 3 125 187 203 78
T Space -3 1 187 140 281 94
Space I 3 -4 140 125 156 16
I S -1 6 125 141 93 -32
S Space -2 -2 141 125 78 -63
Space L 2 -5 125 94 281 156
L LShiftKey -1 9 94 1045 125 31
LShiftKey Back 3 -13 1045 109 640 -405
Back L -2 4 109 125 202 93
L I 1 1 125 109 328 203
I F -1 4 109 141 187 78
F E 1 1 141 94 125 -16
E Oem7 -1 -8 94 63 811 717
Oem7 S 0 9 63 125 312 249
S Space -2 -2 125 172 109 -16
Space C 1 1 172 141 359 187
C H 1 -3 141 109 141 0
H A 0 5 109 125 124 15
A N -1 -5 125 140 94 -31
N G 1 1 140 125 125 -15
G E 1 2 125 156 78 -47
E Space -3 -1 156 141 93 -63
Space A 2 3 141 125 203 62
A G 0 -4 125 78 265 140
G E 1 2 78 125 156 78
E N -2 -3 125 94 250 125
N T 2 1 94 140 94 0
T OemPeriod -2 -4 140 110 1918 1778
OemPeriod Space -1 5 110 109 172 62
Space LShiftKey 1 4 109 358 172 63
LShiftKey I 2 -8 358 125 124 -234
I T 0 3 125 156 219 94
T Space -3 1 156 125 171 15
Space C 1 1 125 140 188 63
C Back 3 -10 140 110 358 218
Back Back 0 0 110 78 219 109
Back Back 0 0 78 110 171 93
Back T -1 8 110 125 141 31
T Space -3 1 125 125 78 -47
Space L 2 -5 125 109 281 156
L Back 2 -4 109 110 358 249
Back C -3 10 110 141 156 46
C L 1 -6 141 156 47 -94
L E 1 6 156 171 250 94
E A -1 2 171 187 374 203
A R 1 -3 187 125 172 -15
R T 0 -1 125 47 15 -110
T Back 1 -8 47 94 952 905
Back S -2 11 94 140 203 109
S Space -2 -2 140 140 78 -62
Space O 3 -5 140 125 1232 1092
O U 0 2 125 109 281 156
U T 0 2 109 156 94 -15
T Space -3 1 156 109 171 15
Space T 3 -1 109 156 78 -31
T H -1 -1 156 125 78 -78
H E 1 3 125 125 109 -16
E Space -3 -1 125 125 78 -47
Space O 3 -5 125 94 172 47
O L -1 0 94 141 218 124
L D 0 6 141 125 63 -78
D Space -2 -1 125 141 62 -63
Space T 3 -1 141 110 187 46
T O 0 -4 110 93 141 31
O Space -3 5 93 140 109 16
Space M 1 -3 140 109 156 16
M A 1 6 109 109 125 16
A K 0 -7 109 93 156 47
K E 1 5 93 140 78 -15
E Space -3 -1 140 125 78 -62
Space W 3 2 125 156 1825 1700
W A -1 1 156 63 187 31
A Y 1 -5 63 125 593 530
Y Space -3 2 125 110 140 15
Space F 2 0 110 141 125 15
F O 1 -5 141 125 94 -47
O R 0 5 125 141 140 15
R Space -3 0 141 141 78 -63
Space T 3 -1 141 140 172 31
T H -1 -1 140 109 47 -93
H E 1 3 109 156 202 93
E Space -3 -1 156 140 172 16
Space N 1 -2 140 109 172 32
N E 2 3 109 141 124 15
E W 0 1 141 141 78 -63
W Oemcomma -2 -6 141 109 1763 1622
Oemcomma LShiftKey 0 8 109 327 250 141
LShiftKey R 2 -4 327 141 171 -156
R I 0 -4 141 125 156 15
I G -1 3 125 125 172 47
G H 0 -1 125 94 109 -16
H T 1 1 94 125 94 0
T Space -3 1 125 141 62 -63
Space N 1 -2 141 125 109 -32
N O 2 -3 125 124 266 141
O W 0 7 124 78 187 63
W Back 1 -11 78 780 249 171
Back Back 0 0 780 78 999 219
Back Back 0 0 78 110 405 327
Back Back 0 0 110 124 188 78
Back OemPeriod -3 4 124 109 998 874
OemPeriod Space -1 5 109 156 125 16
Space LShiftKey 1 4 156 203 187 31
LShiftKey R 2 -4 203 124 94 -109
R I 0 -4 124 109 1076 952
I G -1 3 109 140 125 16
G H 0 -1 140 124 125 -15
H Space -2 2 124 125 218 94
Space Back 4 -9 125 125 390 265
Back T -1 8 125 156 125 0
T Space -3 1 156 125 93 -63
Space N 1 -2 125 125 219 94
N O 2 -3 125 140 281 156
O W 0 7 140 140 156 16
W Space -3 -2 140 124 78 -62
Space T 3 -1 124 140 156 32
T H -1 -1 140 109 109 -31
H E 1 3 109 156 78 -31
E Space -3 -1 156 141 93 -63
Space N 1 -2 141 140 110 -31
N E 2 3 140 141 93 -47
E W 0 1 141 140 484 343
W Space -3 -2 140 141 93 -47
Space I 3 -4 141 110 1404 1263
I S -1 6 110 109 63 -47
S Space -2 -2 109 109 78 -31
Space Y 3 -2 109 109 281 172
Y O 0 -3 109 94 124 15
O U 0 2 94 124 188 94
U Oemcomma -2 -1 124 109 1076 952
Oemcomma Space -1 4 109 109 94 -15
Space B 1 -1 109 125 171 62
B U 2 -2 125 140 141 16
U T 0 2 140 125 124 -16
T Space -3 1 125 125 78 -47
Space S 2 2 125 109 266 141
S O 1 -7 109 109 93 -16
O M -2 2 109 140 250 141
M E 2 4 140 110 171 31
E D -1 0 110 141 359 249
D A 0 2 141 141 156 15
A Y 1 -5 141 94 936 795
Y Space -3 2 94 125 203 109
Space N 1 -2 125 110 296 171
N O 2 -3 110 125 297 187
O T 0 4 125 125 452 327
T Space -3 1 125 141 109 -16
Space T 3 -1 141 110 156 15
T O 0 -4 110 93 188 78
O O 0 0 93 93 187 94
O Space -3 5 93 109 109 16
Space L 2 -5 109 125 187 78
L O 1 0 125 109 219 94
O N -2 3 109 141 249 140
N G 1 1 141 140 94 -47
G Space -2 1 140 125 171 31
Space F 2 0 125 140 422 297
F R 1 0 140 156 202 62
R O 0 -5 156 93 141 -15
O M -2 2 93 109 234 141
M Space -1 3 109 140 125 16
Space N 1 -2 140 93 156 16
N O 2 -3 93 109 234 141
O W 0 7 109 125 140 31
W Oemcomma -2 -6 125 125 546 421
Oemcomma Space -1 4 125 141 140 15
Space Y 3 -2 141 93 219 78
Y O 0 -3 93 125 62 -31
O U 0 2 125 109 219 94
U Space -3 3 109 156 62 -47
Space W 3 2 156 156 156 0
W I 0 -6 156 125 109 -47
I L -1 -1 125 109 234 109
L L 0 0 109 109 172 63
L Space -2 5 109 140 78 -31
Space G 2 -1 140 93 515 375
G R 1 1 93 109 187 94
R A -1 3 109 171 78 -31
A D 0 -2 171 140 156 -15
D U 1 -4 140 140 109 -31
U A -1 6 140 125 125 -15
A L 0 -8 125 94 171 46
L L 0 0 94 78 172 78
L Y 1 3 78 125 62 -16
Y Space -3 2 125 125 141 16
Space B 1 -1 125 156 1825 1700
B E 2 2 156 109 94 -62
E C -2 0 109 156 140 31
C O 2 -6 156 93 484 328
O M -2 2 93 140 265 172
M E 2 4 140 140 125 -15
E Space -3 -1 140 125 109 -31
Space T 3 -1 125 140 125 0
T H -1 -1 140 125 109 -31
H E 1 3 125 156 78 -47
E Space -3 -1 156 109 109 -47
Space O 3 -5 109 109 125 16
O L -1 0 109 109 218 109
L D 0 6 109 141 78 -31
D Space -2 -1 141 125 94 -47
Space A 2 3 125 140 359 234
A N -1 -5 140 124 156 16
N D 1 3 124 109 109 -15
D Space -2 -1 109 140 47 -62
Space B 1 -1 140 109 156 16
B E 2 2 109 125 62 -47
E Space -3 -1 125 109 109 -16
Space C 1 1 109 94 421 312
C L 1 -6 94 141 437 343
L E 1 6 141 187 219 78
E A -1 2 187 172 202 15
A R 1 -3 172 172 125 -47
R E 0 1 172 141 187 15
E D -1 0 141 156 110 -31
D Space -2 -1 156 109 140 -16
Space A 2 3 109 156 281 172
A W 1 -1 156 141 140 -16
W A -1 1 141 171 172 31
A Y 1 -5 171 78 140 -31
Y OemPeriod -2 -3 78 109 1326 1248
OemPeriod Space -1 5 109 47 593 484
